date,word,language,month,Leo_months,en_word
2021-05-13,aceite,spanish,2021-05,18,oil
2021-05-14,vamos,spanish,2021-05,18,we go
2021-05-14,malen,german,2021-05,18,to paint
2021-05-15,mehr,german,2021-05,18,more
2021-05-15,Uhr,german,2021-05,18,watch
2021-05-16,ven,spanish,2021-05,18,come
2021-05-17,tapa,spanish,2021-05,18,top
2021-05-17,máquina,spanish,2021-05,18,machine
2021-05-17,fuera,spanish,2021-05,18,outside
2021-05-18,hormiga,spanish,2021-05,18,ant
2021-05-19,Milch,german,2021-05,18,milk
2021-05-19,bolsa,spanish,2021-05,18,bag
2021-05-19,rápido,spanish,2021-05,18,Quick
2021-05-19,juntos,spanish,2021-05,18,together
2021-05-19,fresa,spanish,2021-05,18,strawberry
2021-05-20,Trage,german,2021-05,19,Sluggish
2021-05-20,Kaffee,spanish,2021-05,19,Kaffee
2021-05-20,todos,spanish,2021-05,19,everybody
2021-05-21,Fuß,german,2021-05,19,Foot
2021-05-21,rico,spanish,2021-05,19,rich
2021-05-22,pelo,spanish,2021-05,19,hair
2021-05-22,viento,spanish,2021-05,19,wind
2021-05-22,hambre,spanish,2021-05,19,hunger
2021-05-23,mio,spanish,2021-05,19,mine
2021-05-23,abajo,spanish,2021-05,19,down
2021-05-24,piso,spanish,2021-05,19,flat
2021-05-24,ich,german,2021-05,19,I
2021-05-24,rosa,spanish,2021-05,19,rose
2021-05-24,gis,spanish,2021-05,19,chalk
2021-05-25,Ei,german,2021-05,19,egg
2021-05-25,Maus,german,2021-05,19,Mouse
2021-05-25,Stein,german,2021-05,19,Stone
2021-05-25,Shampoo,spanish,2021-05,19,Shampoo
2021-05-26,pingo,spanish,2021-05,19,Pingo
2021-05-27,cama,spanish,2021-05,19,bed
2021-05-28,Koala,german,2021-05,19,Koala bear
2021-05-29,Pups,german,2021-05,19,Pups
2021-05-29,Nuss,german,2021-05,19,nut
2021-05-29,libro,spanish,2021-05,19,book
2021-05-29,yo,spanish,2021-05,19,me
2021-05-29,frío,spanish,2021-05,19,cold
2021-05-29,raus,german,2021-05,19,Out
2021-05-30,dos,spanish,2021-05,19,two
2021-05-30,pato,spanish,2021-05,19,duck
2021-05-30,pierna,spanish,2021-05,19,leg
2021-05-31,Nussmuss,german,2021-05,19,Nut
2021-05-31,pañal,spanish,2021-05,19,honeycomb
2021-05-31,atrás,spanish,2021-05,19,behind
2021-06-01,Gordo,neutral,2021-06,19,Gordo
2021-06-01,guckmal,german,2021-06,19,have a look
2021-06-01,dankeschön,german,2021-06,19,Thank you very much
2021-06-01,Bein,german,2021-06,19,leg
2021-06-02,grün,german,2021-06,19,green
2021-06-02,Pflaster,german,2021-06,19,Pavement
2021-06-02,palo,spanish,2021-06,19,stick
2021-06-02,paso,spanish,2021-06,19,step
2021-06-02,grau,german,2021-06,19,Gray
2021-06-03,cabeza,spanish,2021-06,19,head
2021-06-03,Bagger,german,2021-06,19,Excavator
2021-06-04,estrella,spanish,2021-06,19,star
2021-06-04,flor,spanish,2021-06,19,flower
2021-06-04,escucha,spanish,2021-06,19,listen
2021-06-04,freetime,neutral,2021-06,19,freetime
2021-06-05,abrazo,spanish,2021-06,19,hug
2021-06-05,pinching,neutral,2021-06,19,pinching
2021-06-05,cuchillo,spanish,2021-06,19,knife
2021-06-05,fuchi,spanish,2021-06,19,Fuchi
2021-06-06,leer,german,2021-06,19,empty
2021-06-06,balcón,spanish,2021-06,19,balcony
2021-06-06,abeja,spanish,2021-06,19,bee
2021-06-06,panda,spanish,2021-06,19,panda
2021-06-07,cuello,spanish,2021-06,19,neck
2021-06-07,diente,spanish,2021-06,19,tooth
2021-06-07,Eimer,german,2021-06,19,Bucket
2021-06-07,piedra,spanish,2021-06,19,stone
2021-06-07,llave,spanish,2021-06,19,wrench
2021-06-07,baño,spanish,2021-06,19,bath
2021-06-08,Krahn,german,2021-06,19,Crash
2021-06-08,freetime,neutral,2021-06,19,freetime
2021-06-08,blau,german,2021-06,19,blue
2021-06-09,balcón,spanish,2021-06,19,balcony
2021-06-09,hoch,german,2021-06,19,high
2021-06-10,aus,german,2021-06,19,out
2021-06-10,mit,german,2021-06,19,With
2021-06-10,pelota,spanish,2021-06,19,ball
2021-06-10,Teller,german,2021-06,19,Plate
2021-06-10,oben,v,2021-06,19,oben
2021-06-10,Hocker,german,2021-06,19,stool
2021-06-10,cuarto,spanish,2021-06,19,fourth
2021-06-10,uñas,spanish,2021-06,19,nail
2021-06-10,Bett,german,2021-06,19,bed
2021-06-11,Gabel,german,2021-06,19,Fork
2021-06-12,Mund,german,2021-06,19,mouth
2021-06-12,uno,spanish,2021-06,19,one
2021-06-12,despierta,spanish,2021-06,19,wake up
2021-06-13,hamaca,spanish,2021-06,19,hammock
2021-06-13,negro,spanish,2021-06,19,black
2021-06-13,alberca,spanish,2021-06,19,swimming pool
2021-06-13,gato,spanish,2021-06,19,cat
2021-06-13,calle,spanish,2021-06,19,street
2021-06-13,fang,german,2021-06,19,catch
2021-06-13,nada,spanish,2021-06,19,any
2021-06-14,Schlafsack,german,2021-06,19,Sleeping bag
2021-06-14,espalda,spanish,2021-06,19,back
2021-06-14,cuello,spanish,2021-06,19,neck
2021-06-14,hielo,spanish,2021-06,19,ice
2021-06-14,conejo,spanish,2021-06,19,rabbit
2021-06-14,Stift,german,2021-06,19,Pen
2021-06-15,Finger,german,2021-06,19,finger
2021-06-16,cocina,spanish,2021-06,19,kitchen
2021-06-16,moneda,spanish,2021-06,19,currency
2021-06-16,tortilla,spanish,2021-06,19,tortilla
2021-06-16,Rutsche,german,2021-06,19,slide
2021-06-17,plato,spanish,2021-06,19,dish
2021-06-17,perro,spanish,2021-06,19,dog
2021-06-17,caminar,spanish,2021-06,19,to walk
2021-06-17,kuscheln,german,2021-06,19,cuddling
2021-06-17,Kinderwagen,german,2021-06,19,stroller
2021-06-17,Straße,german,2021-06,19,Street
2021-06-17,schauen,german,2021-06,19,watch
2021-06-17,Fuchs,german,2021-06,19,Fox
2021-06-17,Bus,german,2021-06,19,bus
2021-06-18,Müsli,german,2021-06,19,Muesli
2021-06-18,werfen,german,2021-06,19,throw
2021-06-18,klettern,german,2021-06,19,climb
2021-06-18,burbujas,spanish,2021-06,19,bubbles
2021-06-18,barco,spanish,2021-06,19,boat
2021-06-18,Schwein,german,2021-06,19,Pig
2021-06-18,cocina,spanish,2021-06,19,kitchen
2021-06-18,Wohnzimmer,german,2021-06,19,living room
2021-06-18,baño,spanish,2021-06,19,bath
2021-06-19,hochklettern,german,2021-06,20,climbing up
2021-06-19,blanco,spanish,2021-06,20,white
2021-06-19,jirafa,spanish,2021-06,20,giraffe
2021-06-20,cocodrilo,spanish,2021-06,20,alligator
2021-06-20,techo,spanish,2021-06,20,the ceiling
2021-06-20,cargo,spanish,2021-06,20,position
2021-06-20,Katze,german,2021-06,20,Cat
2021-06-20,Couch,german,2021-06,20,couch
2021-06-21,beißen,german,2021-06,20,bite
2021-06-21,flasche,german,2021-06,20,bottle
2021-06-21,todos,spanish,2021-06,20,everybody
2021-06-22,cuatro,spanish,2021-06,20,four
2021-06-23,espejo,spanish,2021-06,20,mirror
2021-06-23,highfive,neutral,2021-06,20,highfive
2021-06-23,Unterhose,german,2021-06,20,Underpants
2021-06-23,Gartenmurmel,german,2021-06,20,Gardening
2021-06-24,tiburón,spanish,2021-06,20,shark
2021-06-24,Bett,german,2021-06,20,bed
2021-06-24,Heidelbeeren,german,2021-06,20,blueberries
2021-06-24,Bäuerchen,german,2021-06,20,Peasant
2021-06-25,lirón,spanish,2021-06,20,dormouse
2021-06-25,de nada,spanish,2021-06,20,no problem
2021-06-25,noche,spanish,2021-06,20,night
2021-06-25,baño,spanish,2021-06,20,bath
2021-06-25,kalt,german,2021-06,20,cold
2021-06-25,waschen,german,2021-06,20,to wash
2021-06-25,aspirar,spanish,2021-06,20,Aspire
2021-06-25,morder,spanish,2021-06,20,to bite
2021-06-26,so,german,2021-06,20,so
2021-06-26,durst,german,2021-06,20,thirst
2021-06-27,Leiter,german,2021-06,20,director
2021-06-27,Decke,german,2021-06,20,ceiling
2021-06-27,Fuchs,german,2021-06,20,Fox
2021-06-27,Fledermaus,german,2021-06,20,bat
2021-06-27,Frühling,german,2021-06,20,spring
2021-06-27,Herbst,german,2021-06,20,autumn
2021-06-27,mucho,spanish,2021-06,20,much
2021-06-27,alberca,spanish,2021-06,20,swimming pool
2021-06-27,Eule,german,2021-06,20,Owl
2021-06-28,weg,german,2021-06,20,away
2021-06-28,Zwieback,german,2021-06,20,zwieback
2021-06-28,Zebra,german,2021-06,20,zebra
2021-06-28,Pijama,german,2021-06,20,Pijama
2021-06-29,Frühstück,german,2021-06,20,breakfast
2021-06-29,hell,german,2021-06,20,bright
2021-06-29,Taschenrechner,german,2021-06,20,calculator
2021-06-29,Bartolito,neutral,2021-06,20,Bartolito
2021-06-29,Buch,german,2021-06,20,A book
2021-06-30,streicheln,german,2021-06,20,stroke
2021-06-30,cabra,spanish,2021-06,20,goat
2021-06-30,rausschauen,german,2021-06,20,look out
2021-06-30,grande,spanish,2021-06,20,great
2021-06-30,Bahnhof,german,2021-06,20,train station
2021-07-01,Schnecke,german,2021-07,20,Snail
2021-07-01,hay,spanish,2021-07,20,there are
2021-07-01,córrele,spanish,2021-07,20,corre it
2021-07-02,Rücken,german,2021-07,20,the back
2021-07-02,está,spanish,2021-07,20,this
2021-07-02,schwer,german,2021-07,20,difficult
2021-07-02,einer,german,2021-07,20,one
2021-07-03,cayó,spanish,2021-07,20,it fell
2021-07-03,Snack,german,2021-07,20,snack
2021-07-03,Papier,german,2021-07,20,paper
2021-07-03,kitzeln,german,2021-07,20,tickle
2021-07-04,Glas,german,2021-07,20,Glass
2021-07-04,amigo,spanish,2021-07,20,dude
2021-07-05,zanahoria,spanish,2021-07,20,carrot
2021-07-05,Avocado,german,2021-07,20,avocado
2021-07-05,messen,german,2021-07,20,measure up
2021-07-06,Pulli,german,2021-07,20,Sweater
2021-07-06,calzón,spanish,2021-07,20,breeches
2021-07-06,vier,german,2021-07,20,four
2021-07-06,sechs,german,2021-07,20,six
2021-07-06,neun,german,2021-07,20,nine
2021-07-06,acht,german,2021-07,20,eight
2021-07-07,blanco,spanish,2021-07,20,white
2021-07-07,fantasma,spanish,2021-07,20,ghost
2021-07-07,negro,spanish,2021-07,20,black
2021-07-08,grün,german,2021-07,20,green
2021-07-10,cereal,spanish,2021-07,20,cereal
2021-07-10,Attacke,german,2021-07,20,attack
2021-07-11,Titus,neutral,2021-07,20,Titus
2021-07-11,ya,spanish,2021-07,20,Already
2021-07-11,Kiran,neutral,2021-07,20,Kiran
2021-07-11,mitkommen,german,2021-07,20,come along
2021-07-11,Schnittlauch,german,2021-07,20,chives
2021-07-11,ausziehen,german,2021-07,20,move out
2021-07-11,schlucken,german,2021-07,20,swallow
2021-07-11,Räuber,german,2021-07,20,robber
2021-07-11,diez,spanish,2021-07,20,ten
2021-07-12,mundo,spanish,2021-07,20,world
2021-07-12,mucho,spanish,2021-07,20,much
2021-07-12,Schatten,german,2021-07,20,The shade
2021-07-13,bueno,spanish,2021-07,20,Okay
2021-07-15,schwarz,german,2021-07,20,black
2021-07-15,gis,spanish,2021-07,20,chalk
2021-07-15,Kreide,german,2021-07,20,chalk
2021-07-15,hier,german,2021-07,20,here
2021-07-15,tocar,spanish,2021-07,20,play
2021-07-15,espejo,spanish,2021-07,20,mirror
2021-07-15,shorts,spanish,2021-07,20,shorts
2021-07-16,Bäcker,german,2021-07,20,baker
2021-07-16,Maske,german,2021-07,20,mask
2021-07-16,tocar,spanish,2021-07,20,play
2021-07-17,Frischkäse,german,2021-07,20,cream cheese
2021-07-17,Heim,german,2021-07,20,home
2021-07-17,mantequilla,spanish,2021-07,20,Butter
2021-07-17,botas,spanish,2021-07,20,boots
2021-07-17,Wäsche,german,2021-07,20,Laundry
2021-07-18,Pusteblume,german,2021-07,20,Dandelion
2021-07-18,Brille,german,2021-07,20,glasses
2021-07-18,Vogel,german,2021-07,20,Bird
2021-07-18,Tischtennis,german,2021-07,20,Table tennis
2021-07-18,grande,spanish,2021-07,20,great
2021-07-19,Bauch,german,2021-07,20,belly
2021-07-19,tigre,spanish,2021-07,20,tiger
2021-07-19,Pferd,german,2021-07,20,Horse
2021-07-19,Igel,german,2021-07,20,Hedgehog
2021-07-19,ardilla,spanish,2021-07,20,squirrel
2021-07-20,leer,german,2021-07,21,empty
2021-07-20,Zähne,german,2021-07,21,teeth
2021-07-21,Vielleicht,german,2021-07,21,Maybe
2021-07-21,schiess,german,2021-07,21,shoot
2021-07-21,Eichhörnchen,german,2021-07,21,squirrel
2021-07-21,Rückwärts,german,2021-07,21,Backward
2021-07-22,süß,german,2021-07,21,Sweet
2021-07-22,warm,german,2021-07,21,warm
2021-07-23,Nektarine,german,2021-07,21,nectarine
2021-07-24,fein,german,2021-07,21,fine
2021-07-24,hipopótamo,spanish,2021-07,21,hippo
2021-07-24,oso,spanish,2021-07,21,bear
2021-07-24,foto,spanish,2021-07,21,Photo
2021-07-24,maleta,spanish,2021-07,21,bag
2021-07-26,Ausfahrt,german,2021-07,21,exit
2021-07-26,weiter,german,2021-07,21,further
2021-07-27,Zug,german,2021-07,21,train
2021-07-27,jitomate,spanish,2021-07,21,Jitomate
2021-07-27,Mond,german,2021-07,21,moon
2021-07-28,fuerte,spanish,2021-07,21,strong
2021-07-28,Búho,spanish,2021-07,21,Owl
2021-07-28,Paula,neutral,2021-07,21,Paula
2021-07-28,Bär,german,2021-07,21,bear
2021-07-28,Isa,neutral,2021-07,21,Isa
2021-07-30,meiner,german,2021-07,21,mine
2021-07-30,einer,german,2021-07,21,one
2021-07-31,salud,spanish,2021-07,21,Health
2021-07-31,ven,spanish,2021-07,21,come
2021-07-31,heute,german,2021-07,21,today
2021-08-01,Mexico,spanish,2021-08,21,Mexico
2021-08-01,Wand,german,2021-08,21,Wall
2021-08-01,buscar,spanish,2021-08,21,Search
2021-08-01,arm,german,2021-08,21,poor
2021-08-02,Memory,german,2021-08,21,Memory
2021-08-02,chanclas,spanish,2021-08,21,flip flops
2021-08-03,cerrado,spanish,2021-08,21,closed
2021-08-03,Hausschuhe,german,2021-08,21,Slippers
2021-08-03,toma,spanish,2021-08,21,taking
2021-08-03,botas,spanish,2021-08,21,boots
2021-08-04,salud,spanish,2021-08,21,Health
2021-08-04,danke,spanish,2021-08,21,Danke
2021-08-04,bitte,spanish,2021-08,21,bitte
2021-08-04,Wohnung,spanish,2021-08,21,Wohnung
2021-08-05,ICE,German,2021-08,21,ICE
2021-08-05,zehn,German,2021-08,21,zehn
2021-08-05,acht,German,2021-08,21,acht
2021-08-05,sieben,German,2021-08,21,sieben
2021-08-05,zwei,German,2021-08,21,zwei
2021-08-05,vier,German,2021-08,21,vier
2021-08-05,drei,German,2021-08,21,drei
2021-08-05,toalla,spanish,2021-08,21,towel
2021-08-05,tienes,spanish,2021-08,21,you have
2021-08-05,susto,spanish,2021-08,21,scare
2021-08-05,sechs,German,2021-08,21,sechs
2021-08-07,lejos,spanish,2021-08,21,far
2021-08-07,tortuga,spanish,2021-08,21,tortoise
2021-08-07,Rino,german,2021-08,21,Rino
2021-08-07,saco,spanish,2021-08,21,coat
2021-08-07,jetzt,german,2021-08,21,now
2021-08-07,siete,spanish,2021-08,21,seven
2021-08-07,seis,spanish,2021-08,21,six
2021-08-07,putzen,German,2021-08,21,putzen
2021-08-07,Müll,German,2021-08,21,Müll
2021-08-07,Murmel,German,2021-08,21,Murmel
2021-08-07,tienes,spanish,2021-08,21,you have
2021-08-08,leuchten,german,2021-08,21,to shine
2021-08-08,Hase,german,2021-08,21,Rabbit
2021-08-08,Stinktier,german,2021-08,21,skunk
2021-08-08,dulce,spanish,2021-08,21,sweet
2021-08-08,sentar,spanish,2021-08,21,sit
2021-08-08,Barfuß,german,2021-08,21,Barefoot
2021-08-08,caliente,spanish,2021-08,21,hot
2021-08-09,Buch,german,2021-08,21,A book
2021-08-09,alleine,german,2021-08,21,alone
2021-08-09,Knäckebrot,german,2021-08,21,crispbread
2021-08-10,Biene,german,2021-08,21,bee
2021-08-10,vaca,spanish,2021-08,21,cow
2021-08-10,Schaf,german,2021-08,21,sheep
2021-08-10,Hase,german,2021-08,21,Rabbit
2021-08-11,Hainer,neutral,2021-08,21,Hainer
2021-08-12,amorcito,spanish,2021-08,21,sweetheart
2021-08-13,ausmalen,german,2021-08,21,paint
2021-08-13,durmiendo,spanish,2021-08,21,sleeping
2021-08-13,Muncholino,neutral,2021-08,21,Muncholino
2021-08-13,Haargummi,german,2021-08,21,Hair tie
2021-08-13,Wombat,german,2021-08,21,Wombat
2021-08-14,Ziege,german,2021-08,21,Goat
2021-08-14,Fahrrad,german,2021-08,21,bicycle
2021-08-14,Kuchen,german,2021-08,21,cake
2021-08-15,Simone,neutral,2021-08,21,Simone
2021-08-15,Stuhl,german,2021-08,21,chair
2021-08-15,Toll,german,2021-08,21,Great
2021-08-16,ballena,spanish,2021-08,21,whale
2021-08-17,planeta,spanish,2021-08,21,planet
2021-08-17,zorro,spanish,2021-08,21,fox
2021-08-17,Wind,german,2021-08,21,wind
2021-08-17,lindo,spanish,2021-08,21,pretty
2021-08-17,cerdo,spanish,2021-08,21,pork
2021-08-17,araña,spanish,2021-08,21,spider
2021-08-17,avión,spanish,2021-08,21,airplane
2021-08-19,Käsefuss,german,2021-08,22,Cheese foot
2021-08-19,Frosch,german,2021-08,22,frog
2021-08-20,Salat,german,2021-08,22,salad
2021-08-20,so jetzt,german,2021-08,22,so now
2021-08-20,Paprika,german,2021-08,22,paprika
2021-08-21,Haargummi,german,2021-08,22,Hair tie
2021-08-21,Haferflocken,german,2021-08,22,oatmeal
2021-08-21,schnell,german,2021-08,22,quickly
2021-08-22,raton,spanish,2021-08,22,mouse
2021-08-22,buenas noches,spanish,2021-08,22,good night
2021-08-22,bolsa,spanish,2021-08,22,bag
2021-08-22,buenos dias,spanish,2021-08,22,good morning
2021-08-22,puerta,spanish,2021-08,22,gate
2021-08-23,workout,german,2021-08,22,workout
2021-08-23,Vulva,german,2021-08,22,vulva
2021-08-23,schneiden,german,2021-08,22,cut
2021-08-24,mobil,spanish,2021-08,22,Mobil
2021-08-25,Mati,neutral,2021-08,22,Mati
2021-08-25,lesen,german,2021-08,22,read
2021-08-25,Schweinchen,german,2021-08,22,Piggy
2021-08-26,haben,german,2021-08,22,to have
2021-08-26,ausziehen,german,2021-08,22,move out
2021-08-26,pantalón,spanish,2021-08,22,pants
2021-08-26,t-shirt,spanish,2021-08,22,T-Shirt
2021-08-26,rutschig,german,2021-08,22,slippery
2021-08-26,Supermarkt,german,2021-08,22,Supermarket
2021-08-26,kommen,german,2021-08,22,come
2021-08-26,anziehen,german,2021-08,22,put on 
2021-08-27,abholen,german,2021-08,22,collect
2021-08-27,Ina,neutral,2021-08,22,Ina
2021-08-28,Huhn,german,2021-08,22,Chicken
2021-08-28,Herz,german,2021-08,22,heart
2021-08-28,tragen,german,2021-08,22,wear
2021-08-28,alle,german,2021-08,22,Everyone
2021-08-29,pingüino,spanish,2021-08,22,penguin
2021-08-29,schade,german,2021-08,22,a pity
2021-08-29,klein,german,2021-08,22,small
2021-08-29,zart,german,2021-08,22,tender
2021-08-30,vorne,german,2021-08,22,in front
